conversation_id,customer_tweet_id,support_tweet_id,created_at,customer_message,support_reply,char_length_customer,char_length_reply
UBER_0480,291916,291914,Fri Oct 06 16:09:23 +0000 2017,Can't set up ride for a friend. Problem with 4 payment methods. #problem #frustrated,Will you please DM us with your email address associated with your account? We'll look into it.,84,95
UBER_0481,443037,443039,Wed Nov 22 14:42:29 +0000 2017,No one called and mailed me still..... Hope you people are not neglecting itseems....,"Our team can see we've been in touch via email, Raj. Please be sure to check your inbox for our reply.",85,102
UBER_0482,274148,274151,Fri Oct 06 05:59:39 +0000 2017,"While you're at it, justify this also. The trip is barely 10 minutes.",Hello! Thanks for your patience. Please check your DM for our reply.,69,68
UBER_0483,95754,95756,Thu Nov 30 16:40:25 +0000 2017,"9903634695 , e-mail address is __email__",We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,40,126
UBER_0484,384584,384586,Mon Oct 09 11:30:29 +0000 2017,"None of the issues that faced are listed on your support portal, so it doesn't help in any manner.",We'd be happy to follow up with you directly instead. Send us a DM with your email address/phone number and we'll reach out.,98,124
UBER_0485,21592,21591,Wed Nov 01 07:44:34 +0000 2017,I've literally had 3 fucking 's cancel on me because THEY don't know how to fucking drive in New Orleans. If you can't find your way around don't fucking drive for uber.,Sorry about the trouble! Please send us a DM with your email address and more details so we can connect.,169,104
UBER_0486,100037,100036,Thu Nov 30 16:45:07 +0000 2017,"I was recently hit by what I believe to be one of your drivers, he also gave me the wrong details for himself at the scene, seems your customer care is non existent could you point me in the right direction?",We hope you're ok. Please DM us your email address so we can follow up immediately.,207,83
UBER_0487,121594,121592,Thu Nov 23 23:41:37 +0000 2017,I am not able to use promo codes provided by uber thru small. Everytime it says your account is disabled for promotion. Kindly help me out here. 9829583529 from India.,"Hey, Ravi. If you run into something you need help with, please contact in app support or We can help you with your promotions here: We'll keep an eye out for your message!",167,172
UBER_0488,337806,337805,Sat Oct 07 21:45:36 +0000 2017,"Hey I'd like my money back, thank you.",We've been in touch via DM!,38,27
UBER_0489,287543,287541,Fri Oct 06 15:03:16 +0000 2017,You need to start doing face to face interviews with your drivers. Some of these people shouldn’t even be allowed to do uber.,"We understand your experience, kindly send us a note here: so our team will get in touch.",125,89
UBER_0490,372514,372512,Sun Oct 08 22:09:22 +0000 2017,check your inbox. I am not happy at the moment.,"Hi, Tyson. We see your DM and will follow up there shortly.",47,59
UBER_0491,360306,360304,Sun Oct 08 16:02:13 +0000 2017,Hey did you see my tweet??,"We're followed up via DM, Lilly. Please check directly there for a response.",26,76
UBER_0492,352852,352851,Sun Oct 08 09:07:22 +0000 2017,can you give the details to dispute this fair? I’ve just received useless generic emails and was charged an extra €40 #unluckaaayy,"Happy to clarify this, Tom. Please DM us for an update regarding your concern. We're here to help.",130,98
UBER_0493,380619,380621,Mon Oct 09 09:08:41 +0000 2017,Ive already reported my problem but got a response which didnt make any sense.,We'd be happy to follow up for you. DM us your email address/phone number and we'll take another look for you.,78,110
UBER_0494,261896,261895,Thu Oct 05 19:43:05 +0000 2017,"I placed an order on UberEats, got confirmation on credit card and then my order vanished in app. Hungry. Frustrated. Billed.","Sorry to hear this, Matthew! Please send us a note at so we can look into this order for you.",125,93
UBER_0495,345711,345710,Sun Oct 08 03:08:32 +0000 2017,why can't you #findmyhouse stop charging my card when it's not my fault. #deleteuber #help #EnoughIsEnough #lyft,We're so sorry about that! Can you please send us a DM with your email address and additional details so we can assist?,112,119
UBER_0496,129434,129433,Fri Nov 24 05:42:54 +0000 2017,"I see that you have credited the amount as über credits . But when I try to make a new booking, it says you need to pay a full amount plus previous amount in cash to the driver. Why doesn’t it use über credits to pay off the outstanding amount?",We've received your DM and a member of our team has reached out. Please review your messages for our response.,244,110
UBER_0497,497656,497657,Fri Dec 01 19:53:38 +0000 2017,Still nothing! I put in the first form at 10:40 this morning. I followed your directions again and still nothing. I think I will be seriously considering grubhub in the future.,Looks like our team has connected with you via our in app-support. Please follow up there if you have any questions.,176,116
UBER_0498,151602,151604,Fri Nov 24 16:24:32 +0000 2017,my no. is 9582000222...pl send me the details at the earliest... would appreciate..,"Sorry for the delay, Shibani. Our team is reviewing your email now and will be in touch. We appreciate your patience!",83,117
UBER_0499,77652,77651,Thu Nov 30 07:02:52 +0000 2017,It is really disgusting. I am not able to see the correct option. And I have charged around 559inr for a cancelled trip.I can't say in words how frustrated I m.pls call me at 9910073418.,Here to help! We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,186,140
UBER_0500,102127,102128,Thu Nov 30 21:47:09 +0000 2017,So what is the average score & what is outstanding?,For questions about our rating systems you'll need to send us note at,51,69
UBER_0501,508797,508795,Fri Dec 01 21:59:38 +0000 2017,please help. My driver has my phone and I need him to fedex it to me. I'll pay for the shipping and give him a generous tip. But his English is so poor he can't understand me. Can you help?,We're here to help! Send us a DM with your email address so we can connect.,189,75
UBER_0502,19758,19757,Wed Nov 01 06:21:52 +0000 2017,give me 1 rsn why shud i pay for a cancelling fee when driver is at same point for 15mins and waiting for me to cancel,"Here to help! Send us a note here, and our team will follow up.",118,63
UBER_0503,114538,114534,Thu Nov 23 21:22:01 +0000 2017,"NO, send out an apoligy to all Chicago area drivers via SMS, TWitter, Email and in app POP-to the-Top Suoport messages. Do it publicly, not DM. IS Friday an ofical day off? If not, get them back and opened tomorrow. An EMAIL US ABOUT IT.",Happy to connect! Please send us a DM with your email address so we can follow up.,237,82
UBER_0504,395645,395644,Mon Oct 09 16:39:59 +0000 2017,"Hello, I made a complaint yesterday through DM and still I have not got any resolution!",Thanks for letting us know. We've followed up with some additional information in DM.,87,85
UBER_0505,80883,80882,Thu Nov 30 13:10:00 +0000 2017,I've been requesting help for more than a week and I need to use #Uber account and I just can't sign in,We can take a look. Please DM us your email address so we can follow up immediately.,103,84
UBER_0506,486873,486872,Fri Dec 01 15:54:57 +0000 2017,i have complain how should i talk to ?,"At this moment, we don't offer phone support for these issues. We're sorry for any inconvenience. Visit this link so our team can assist.",38,137
UBER_0507,219886,219885,Wed Oct 04 19:45:43 +0000 2017,can I get some help with my refund?,Sorry to hear of the trouble! Please reach out to us here: so we can follow up.,35,79
UBER_0508,478098,478097,Fri Dec 01 12:03:10 +0000 2017,trying to change my phone number on UberEATS so I can verify my number and it won't let me!!!!,"Happy to help! Send us a note here, and our team will follow up.",94,64
UBER_0509,79324,79322,Thu Nov 30 02:21:47 +0000 2017,it’s a bunch of robots working for uber Waiting in response from them since Monday last . Gosh,"Looks like we responded to your email 2 days ago, Vishaul. Please check all folders including spam and trash if necessary. If you still can't locate the email, just let us know. Thanks!",94,185
UBER_0510,378191,378190,Mon Oct 09 04:56:15 +0000 2017,"I called an Uber and this fucking guy pulls up in a dusty NYC taxi, how the Fuck do you guys approve of this.",Here to help. Kindly visit; for more info.,109,42
UBER_0511,457981,457980,Fri Dec 01 00:38:49 +0000 2017,When is coming to Toronto? This ride is killing me.,Hi there! Please write in your concern to and fill out the 4 boxes at the bottom so we can assist.,51,98
UBER_0512,157840,157839,Fri Nov 24 17:51:54 +0000 2017,am not able to book anything as none of my cards will work. Please help !,Here to help. Send us a note at so our team can connect.,73,56
UBER_0513,275627,275626,Fri Oct 06 06:43:03 +0000 2017,how did you surge $10 extra within 1 min of refreshing my app?,Here to help! For more info please visit;,62,41
UBER_0514,348424,348423,Sun Oct 08 05:56:26 +0000 2017,Never have I been so disrespected before even getting in an receiving threats from a driver is not ok.,We're ready to look into this right away. Please send us a DM with your information so we can look into this immediately.,102,121
UBER_0515,45620,45619,Wed Nov 01 16:16:46 +0000 2017,I rated my last driver 3 because of bad pickup/dropoff locations in the app. Not his fault but how do I report the bug?,Here to help! Send us a note via so our team can connect.,119,57
UBER_0516,505980,505979,Fri Dec 01 21:10:44 +0000 2017,"my phone number is in 2 diferent accounts, so now i can't use the app, neither get any help by e-mail",We're so sorry for the trouble. Send us a note via so we can assist.,101,68
UBER_0517,506010,506009,Fri Dec 01 20:52:19 +0000 2017,my uber has been driving in circles and doesn't know her way around the city. I just wanted to get to a store that's 10 min away from my school😓,"We apologize for the trouble! Send us a note here, and our team will be in touch.",144,81
UBER_0518,433265,433264,Tue Oct 10 15:49:50 +0000 2017,"can u jst chexk wat is wrong with you system, m w8ing since half an hour, drover nt responding to calls.Daily Repeated issues.",We're ready to look into this. Please send us a message with details of the trip here: so we can follow up.,126,107
UBER_0519,125867,125865,Fri Nov 24 02:30:38 +0000 2017,I have the latest version driver app but Riders live action location movement still isn’t working or showing movement ?!,Here to help! Find more info about possible tech issues here;,120,61
UBER_0520,228987,228986,Thu Oct 05 07:32:04 +0000 2017,"Dear Sir/Madam I need receipts from my last 3 months together, please. could you supply me soon? Thanks Subarna Basnet",Here to help! You can always view a history of your rides/re-send yourself any receipts by signing in at,118,104
UBER_0521,339734,339732,Sat Oct 07 23:47:03 +0000 2017,Hi ! I have a question. Is it possible to request a non-smoking car? My last two rides have smelled strongly of smoke.,Sorry for the confusion. Our team has recently responded via email. Please reply there if you have additional questions!,118,120
UBER_0522,242279,242278,Thu Oct 05 14:06:34 +0000 2017,y'all got me fucked up. i need that $16.44 back in my account before i raise hell on y'all customer service lines.,Sorry to hear about that! Can you please contact us via so our team can connect.,114,80
UBER_0523,412216,412215,Thu Nov 23 05:55:28 +0000 2017,Thank you for you for the reply. The link is still not helping. I have DM’d my Number and error screenshot. This is my first ride after deleting an old account due to various errors,"Thanks, Libu. A member of our team has reached out. Please reply to them in-app or by e-mail with the necessary information to continue communication on this. We're happy to help!",181,179
UBER_0524,482374,482373,Fri Dec 01 14:20:43 +0000 2017,why has your app been showing a surcharge since at 4pm Friday? That seems a bit unfair for over 8hrs,Hi there! Please reach out to and fill out the boxes at the bottom so we can get in touch.,100,90
UBER_0525,392271,392269,Mon Oct 09 16:40:17 +0000 2017,This keeps happening whenever i try to request a ride.,Here to help! Please visit for more info;,54,41
UBER_0526,393154,393153,Mon Oct 09 02:55:05 +0000 2017,40 Pc Nuggets from McDonald's delivered without any of the sauce we chose. Way to go.... Absolutely gutted.,Oh no! Please reach out to us here and we'll get you sorted:,107,60
UBER_0527,370182,370180,Fri Nov 03 18:53:02 +0000 2017,Had so many instances of my trip starting even before I got in,Sorry to hear about this experience. Reach out to us at with more details so we can follow up with you.,62,103
UBER_0528,72034,72032,Thu Nov 30 10:25:54 +0000 2017,"Booked an XL. Was expecting an Innova as per the app. Instead got a horrible Xylo which was punctured, torn seats and a broken windshield. Extremely disappointed with Uber. To top it I was charged a cancellation fee of 150.","Happy to help! Send us a note here, and our team will follow up.",223,64
UBER_0529,324316,324315,Sat Oct 07 15:08:16 +0000 2017,I would love to know why is trying to charge me when a driver cancelled on ME! When I was stood right there waiting.,So sorry about that! Find out about our cancellation policy here;,116,65
UBER_0530,256608,256606,Wed Oct 04 11:52:02 +0000 2017,Dear this ride was my FIRST neg exp. 2nd is ur email! #sorrynotsorry I reported ur driver's car reeking of gasoline & exhaust #useLyft,Sorry to hear about that! Send us a DM with your email address so we can follow up.,134,83
UBER_0531,477121,477119,Fri Dec 01 11:31:44 +0000 2017,please help I've been stood outside since 8am I left my driver he said he was going to bring them. I've called him about 50 times and left about 10 messages. I'm in tears this is disgusting I'm cold and wet and have a baby with me.please help get my keys back to me,Send us a note here; and our team will be able to help!,265,55
UBER_0532,488691,488690,Fri Dec 01 16:22:56 +0000 2017,driver has been driving around for 20 min on a 3 min arrival time and Uber wants me to pay $5 for HIS time? Smh,"Sorry for the trouble! Send us a note here, and our team will be in touch.",111,74
UBER_0533,93839,93837,Thu Nov 30 15:29:49 +0000 2017,case to point current trip gt a msg Xtra chrg whras the drvr is taking the most congested rte so I py xta & rch lt,Here to help! Send us a note via so our team can connect.,114,57
UBER_0534,344416,344415,Sun Oct 08 01:28:34 +0000 2017,"Got kicked out of an b/c we wanted and the driver said no and someone in the group said ""I bet drivers would do it""",Sorry to hear about that! Can you please contact us via so our team can connect.,115,80
UBER_0535,225902,225901,Thu Oct 05 03:16:51 +0000 2017,what’s the recourse for a driver that accepts a fare. Doesn’t move for 10 mins and then cancels?,Sorry to hear about the trouble. Please send us the details to this page here;,96,78
UBER_0536,70660,70659,Thu Nov 30 04:40:28 +0000 2017,My account has been blocked without any reason.. may i know how can i unblock my account?? Its very problematic,Here to help! Follow up here; and our team will connect right away.,111,67
UBER_0537,219968,219966,Thu Oct 05 02:49:10 +0000 2017,Is my account secured???? No one replying on twitter or app. And email thread bounces back saying I'm not replying from original email,"We've responded via DM, please check your messages. Thanks!",134,59
UBER_0538,251831,251830,Thu Oct 05 17:07:25 +0000 2017,So how long does it take for customer service to respond for their mess up? Idk if I'll even have a ride early AM #NotHappy,We're here to help! Send us a DM with your email address so we can assist.,123,74
UBER_0539,486893,486892,Fri Dec 01 15:44:02 +0000 2017,"hey I put in an order on the eats app yesterday and it the restaurant hadn’t confirmed the order in over 5 mins so I decided to cancel it. I still got charged the full amount, I was wondering if I could be refunded",Here to help! Send us a note here; and our team will be able to assist!,214,71
UBER_0540,120716,120717,Fri Nov 24 08:27:33 +0000 2017,Sure but your team says the issue is too old older than 48 hrs hence they can’t do much. This is appalling if you don’t respond yes it will become an old issue in matter of time.,"We definitely understand the sense of urgency here, however we will continue communications via in-app support. Keep an eye out for a member of our team to follow up with an update. Have an awesome rest of your day!",178,215
UBER_0541,73702,73701,Thu Nov 30 05:42:16 +0000 2017,why is this even an option? He is miles away,We apologize for the trouble! Please contact us via so our team can connect.,44,76
UBER_0542,298572,298570,Fri Oct 06 18:49:15 +0000 2017,"just recieved our order, the drink was completely split over all our food and we were missing a whole meal, want a complete refund","We'd be happy to further assist, Abby. Please share details here; so we can take a look.",130,88
UBER_0543,51751,51750,Wed Nov 01 17:18:29 +0000 2017,I can’t buy a ride pass.,"Here to help, Brian! We see your DM and will be in touch shortly.",24,65
UBER_0544,315346,315345,Sat Oct 07 07:20:00 +0000 2017,"I deleted my account months ago, but I still receive some #spam from you, unsubscribe is not working. #wtf?",Here to help. Send us a note at so our team can connect.,107,56
UBER_0545,488735,488734,Fri Dec 01 16:05:19 +0000 2017,just got charged for a trip that my driver cancelled what the hell,"Here to help! Send us a note here, and our team will follow up.",66,63
UBER_0546,19544,76116,Thu Nov 30 11:43:08 +0000 2017,", Please respond to the complaint I have made ages ago. Why is the resolution of my complaint taking so long ? Why is there NO support number?",We're sorry to hear about the trouble. We've escalated your concern and a member of our team will be in touch as soon as possible.,142,130
UBER_0547,17698,17697,Tue Oct 31 12:16:16 +0000 2017,Silently they will get into our phone and turn on microphone whenever they want to listen.,So sorry about the trouble! Please send us a DM with your email address and more details so we can connect.,90,107
UBER_0548,127739,127738,Fri Nov 24 04:06:06 +0000 2017,I am in Sydney and someone else use my Uber in Perth to book a trip! And attempt several times! And my account get charged! I can't find a number to call on Uber Australia's website. Not an email either. Please help.,Here to help. Send us a note at so our team can connect.,216,56
UBER_0549,372529,372528,Sun Oct 08 23:24:34 +0000 2017,And now your turn . I am charged when I make the driver wait but no reduced fare for me when the driver's ETA jumps from 3m to 6m ?,We're sorry to hear this was your experience. Contact us via and we'll be in touch.,131,83
UBER_0550,235531,235530,Thu Oct 05 09:42:18 +0000 2017,1. Phone number is in use. Please log in or contact support,Please connect with us at and we'll be happy to look into this.,59,63
UBER_0551,481077,481076,Fri Dec 01 09:23:47 +0000 2017,"Absolutely fuming. Last week my order takes 90 minutes to arrive, this week it gets cancelled out of the blue after waiting for over 70 minutes. Service has been absolutely terrible lately.",So sorry about the trouble! Please send us a DM with your email address and more details so we can connect.,189,107
UBER_0552,114545,114544,Thu Nov 23 21:14:58 +0000 2017,How come my area doesn't get surges anymore..,"Thanks for reaching out. Dynamic pricing is based on the supply and demand in your area. If there are more drivers to accept request in your area and demand is low, you will not see surge as frequently.",45,202
UBER_0553,372543,372541,Sun Oct 08 21:53:49 +0000 2017,Can you please explain why the Uber mobile app on iPhone would use 93% battery in a 24 hour period?,"Hey, Drenon. Any feedback you'd like to share, we want to hear. Get in touch with so we can connect.",99,100
UBER_0554,114565,114563,Thu Nov 23 18:47:58 +0000 2017,DM with email address & DM with situation explained sent,We've been in touch via DM!,56,27
UBER_0555,348429,348428,Sun Oct 08 06:40:14 +0000 2017,How does Uber not know how to cancel trip when the driver drives away from me for more than 5 minutes but can build route-based pricing?,"Hello Eric, we're here to help! Send us a DM with your email address and more details so we can follow up.",136,106
UBER_0556,490744,490743,Fri Dec 01 16:26:05 +0000 2017,"And the cab, which apparently has already arrived, is 8 mins away. #uberwoos","Hi, Koyel. We're here to further assist you. Send us a DM with your email address so we can follow up.",76,102
UBER_0557,476485,476484,Fri Dec 01 11:22:36 +0000 2017,yet another night of complaints. This time my driver drove the wrong way!!! I called customer service. Unacceptable!,Here to help! Please send us a note via so our team can connect.,116,64
UBER_0558,36696,36694,Wed Nov 01 13:59:13 +0000 2017,"Or I have a better idea, if a driver cancels a ride, the driver needs to pay the rider the same minimum rider pays if we cancel","We're sorry to hear this was your experience. Send us a note here, and our team will be in touch.",127,97
UBER_0559,423588,423587,Tue Oct 10 09:37:19 +0000 2017,No follow up via the in-app support yet? Should i wait longer or did something go wrong?,"Hey Max, please DM us the email associated with your account so we can look to see what's going on with your inquiry.",88,117
UBER_0560,157836,157838,Fri Nov 24 18:02:46 +0000 2017,I did send a similar message through your regular support page. This is more specific. Hope it reaches you soon,We're here to help! Send us a DM with your email address so we can connect.,111,75
UBER_0561,219884,219883,Wed Oct 04 20:37:25 +0000 2017,This is not helpful at all! Is there a number?,"These issues are better handled through our support portal; Reach us through that form, and we'll follow-up!",46,108
UBER_0562,3640,3639,Wed Nov 01 02:37:14 +0000 2017,So upset with ubereats! No one will get back to ME!!,Here to help. Send us a note at so our team can connect.,52,56
UBER_0563,275610,275608,Fri Oct 06 06:52:23 +0000 2017,...location. 5 mins later uber cancels and charges the passenger £20 cash for a trip that was estimated £6-£7. Disgraceful #sortitout,Here to help. Send us a note at so our team can connect.,133,56
UBER_0564,21604,21603,Wed Nov 01 07:45:02 +0000 2017,And the driver doesn't allow us to take even two bags..,"Happy to help! Send us a note here, and our team will follow up.",55,64
UBER_0565,273482,273481,Fri Oct 06 04:26:37 +0000 2017,driver cancelled on me after waiting half an hour and prices surged. Give me a refund,Here to help! Please send us a note via so our team can connect.,85,64
UBER_0566,473394,473396,Fri Dec 01 10:56:47 +0000 2017,I have already sent message to there twice but nobody nor replied me neither called me back.,Here to help! Can you please send us a DM with your email address so we can follow up.,92,86
UBER_0567,408484,408486,Mon Oct 09 22:40:04 +0000 2017,I've emailed already and nothing that's 100 out if my account for a ride I didn't take,"We've followed up with your DM, Nikki! Please check back there for more details.",86,80
UBER_0568,291919,291918,Fri Oct 06 16:04:09 +0000 2017,"is thier uber service in muncie,in ?",Happy to help - please check out for our current locations.,36,59
UBER_0569,322352,322351,Sat Oct 07 13:53:10 +0000 2017,doesn't care about their customers. CLEARLY! They won't refund a mistake their app made and is charging me WAY more for my ride.,We apologize for the trouble! Send us a DM with your email address and we'll follow up.,128,87
UBER_0570,494165,494164,Fri Dec 01 17:39:53 +0000 2017,hey guys I’m having an issue with my account. Can someone reach out please? Thank you!,Hi there! Please reach out to and fill out the 4 boxes at the bottom so we can get in touch.,86,92
UBER_0571,112935,112934,Thu Nov 23 20:36:24 +0000 2017,ffs why does my bag have a huge hole in it and half my chips are gone??,"Here to help! Send us a note here, and our team will follow up.",71,63
UBER_0572,31543,31542,Wed Nov 01 11:53:06 +0000 2017,"Oh, and I had to walk over to him. FFS driver, get your shit together. I was stuck with him because I had to get to work. Ugh.",We're here to help! Please send us a note via so we can assist.,126,63
UBER_0573,93849,93847,Thu Nov 30 15:20:11 +0000 2017,are the Boston ride passes already sold out?,"Here to help, Cameron. Ride passes are available to a select number of riders per month. Simply follow the link for more info:",44,126
UBER_0574,344898,344896,Sun Oct 08 01:25:27 +0000 2017,"Ok opened two cases, however I'm now late for my appointment, my time is something that will never be refunded",Can you please DM us the email on your account so we can check on the status of your message? Thanks!,110,101
UBER_0575,242113,242112,Sat Oct 28 09:11:54 +0000 2017,. Bad robotic support. Charged twice for same ride and is denying to refund. sending on template responses. #Badexp,Here to help! Please send us a DM with your email address so we can follow up.,115,78
UBER_0576,433303,433302,Tue Oct 10 14:43:26 +0000 2017,can some9ne look at my support page on the driver app please,Happy to help - our team has received your support message and followed up. Please connect there so we can assist you further.,60,126
UBER_0577,332535,332533,Sat Oct 07 18:36:30 +0000 2017,"hello, I've been trying to place my order but the app says that I can't do it because of high traffic.",Sorry to hear about this - please DM us a screenshot of what you're seeing so our team can follow up.,102,101
UBER_0578,505971,505973,Fri Dec 01 21:21:11 +0000 2017,"would love to, but it is greyed out",Hi there! Please DM us your email address so we can further assist.,35,67
UBER_0579,159633,159635,Fri Nov 24 18:24:26 +0000 2017,I’ve sent a DM - please reply ASAP.,"Hi, we have followed up with your DM.",35,37
UBER_0580,478897,478896,Fri Dec 01 12:40:48 +0000 2017,If this doesn’t show that he’s drunk maybe the dui will #missedourflight #worstdayever,Thanks for reaching out. We definitely take this very seriously and want to make sure that your concerns are addressed. Can you DM us to confirm for us the time of the trip and the name of this driver so that we can look into this?,86,231
UBER_0581,464456,464455,Fri Dec 01 03:22:36 +0000 2017,It would be nice if had a promo code for existing customers every once in a while.,"Here to help. For more info regarding your concern, please visit:",82,65
UBER_0582,399966,399965,Mon Oct 09 18:26:43 +0000 2017,Used you guys to travel and whoever it charged to tried to spend 500+ dollars on it. Ridiculous if you ask me uber.,Happy to take a look! Send us a note via so our team can connect.,115,65
UBER_0583,277889,277888,Fri Oct 06 08:08:02 +0000 2017,Jacksonville can claim some free rides! Claim ur free ride on Lyft with credit code FASTEST. U save over uber. U got that. #ad,Resolved due to: Promotion,126,26
UBER_0584,55157,55156,Wed Nov 01 19:22:52 +0000 2017,hey i signed up for uber a long time ago but never got my first free ride. could you guys help me get the free ride?,We're here to help! Please send us a note here; so our team can assist.,116,71
UBER_0585,106285,106284,Thu Nov 30 18:06:37 +0000 2017,do you think your customer is beggar? What a shameful reply you guys giving instead of resolving,"Thank you for reaching back out. We just followed up via your in-app support inquiry. Please check your messages in the ""Help"" section of your app for further assistance.",96,170
UBER_0586,173036,173035,Fri Nov 24 22:32:48 +0000 2017,I am bored. Educated your london drivers where to pick up if you have stopped london street pick up. It’s ridiculous. Everyone stands here at pre-booked pick up getting frustrated. Not the first time!!!!!,We're sorry to hear this was your experience. Contact us via and we'll be in touch.,204,83
UBER_0587,344174,344173,Sun Oct 08 01:21:10 +0000 2017,tn was very eventful... got stuck in elevator and had to call police to get us out and then our uber got in a car accident... all in 3 hours,We hope everyone is ok. Please DM us your email address so we can follow up immediately.,140,88
UBER_0588,142517,142519,Wed Nov 29 08:15:19 +0000 2017,"Hey , Where's the member of your team who was supposed to reach out shortly?","Sorry to hear about the trouble. A member of our team has responded to your original support request. Please reply to them in-app or by e-mail to continue communication on this, if necessary.",76,191
UBER_0589,344176,344175,Sun Oct 08 01:16:24 +0000 2017,do I get charged for the fact that your awful drivers cancel on us? It says £5.00 is this a charge?,Here to help. Send us a note at so our team can connect.,99,56
UBER_0590,339729,339728,Sat Oct 07 23:35:50 +0000 2017,please help im stranded,We've been in touch via DM!,23,27
UBER_0591,157886,157885,Fri Nov 24 17:40:47 +0000 2017,Today my UberEATS order took 1hr longer than estimated. The food was ready and waiting. No response on online chat.,We're sorry to hear this. Can you send us a DM with your email address so we can connect?,115,89
UBER_0592,427878,427880,Wed Oct 11 09:59:12 +0000 2017,Your team is full of fools. They closed the concern as resolved. My account is still blocked & i can't book a ride. Pack up!!! #UberGoback,"Hey, Rishab. A member of our team has been in touch through in-app support. Please follow up there to view our response.",138,120
UBER_0593,36141,36140,Wed Nov 01 13:47:25 +0000 2017,never use ever again. This is 2nd time a driver has seen me coming & drove off. And Uber refuses 2 think their drivers are the best.,We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,132,96
UBER_0594,356902,356898,Sun Oct 08 14:55:28 +0000 2017,They haven't acknowledged the fact that their driver asked for the cash for prepaid ride.,We're sorry to hear this was your experience. Please send us your email address associated with your account.,89,109
UBER_0595,146902,146901,Fri Nov 24 14:02:21 +0000 2017,I added multiple debit cards to my account but none of them are being accepted.,We're here to help. Contact us through so we can assist.,79,56
UBER_0596,309302,309300,Sat Oct 07 00:33:20 +0000 2017,"Hey Uber, I need a hand to change my account email, could you help me?",Happy to help! Please send us a note here: and a member of our team will be in touch asap.,70,90
UBER_0597,235529,235528,Thu Oct 05 09:41:52 +0000 2017,First time that an driver cancelled my trip. So disappointed!!!,Sorry to hear the trouble! Let's connect further to get this sorted out at Thanks.,63,82
UBER_0598,364127,364128,Mon Oct 09 04:57:44 +0000 2017,Unable to navigate the link in help section. There must be a way of reaching u by e.mail or telephone. I spoke to driver . Cancel confrmd,Please DM us trip details so we can fix this for you.,137,53
UBER_0599,93797,93795,Thu Nov 30 14:06:43 +0000 2017,are you offering ride passes for NYC in Dec? My pass just ended for Nov with no option to get one for Dec.,"Happy to explain, Shana! Ride passes are still in testing and are only available to a select number of riders each month. At this time, if you were not sent an offer to purchase, you'll be unable to purchase a ride pass for the month. Please let us know if you have any questions.",106,280
UBER_0600,62331,62329,Wed Nov 01 21:07:47 +0000 2017,"hi, what are the qualifications for uber ride pass? I use uber almost daily and I still don’t see it coming up.","Riders are selected at random for ride pass eligibility, please visit to learn more.",111,84
UBER_0601,95750,95749,Thu Nov 30 16:11:36 +0000 2017,So no response on why price has doubled in brooklyn ?,We're here to help! Send us a DM with your email address so we can assist.,53,74
UBER_0602,109146,109145,Thu Nov 23 19:24:55 +0000 2017,Round trip to manhattan I charged for three trips and they are giving me the run around to get my money back,Thank you for providing that information. Someone from our team will be reaching out shortly.,108,93
UBER_0603,232620,232619,Thu Oct 05 06:52:24 +0000 2017,Would also like to give a formal complaint about him,"Hey, please send us a note with the details at to get in touch. We'll be happy to help.",52,87
UBER_0604,334156,334157,Tue Oct 10 12:21:11 +0000 2017,She already tried it please check with her phone number.,Please have the account holder reach out to us again via in-app support or at and we'll be happy to follow up.,56,110
UBER_0605,127727,127726,Fri Nov 24 04:11:50 +0000 2017,it's high time you relook at your support system. I have a problem for more than a month where uber is allowing me to book cab only by cash..and your support team keep writing the same message again and again.keeping the count..it's 6 now,We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,238,126
UBER_0606,467582,467585,Fri Dec 01 05:42:52 +0000 2017,just give me my fucking driver's info and phone number like you used to and stop making shit so difficult. i can text him off my computer. i understand why you guys lost 1 billion USD this year.,Happy to connect! Please send us a DM with your email address so we can follow up.,194,82
UBER_0607,478082,478083,Fri Dec 01 14:23:20 +0000 2017,I emailed via the app - do you pick up those as well?,Happy to help! Please confirm your email address or phone number through direct message so we can further assist.,53,113
UBER_0608,159623,159625,Fri Nov 24 18:32:34 +0000 2017,They have followed up and sent me another form letter. You did not resolve my 2 issues.,"We see your response within our support system and a member of our team will be in touch, Michael.",87,98
UBER_0609,270419,270418,Fri Oct 06 01:22:25 +0000 2017,complete sh** show ATL airport. Worst Uber experience ever.,Here to help! Send us a DM with your email address with more info so we can assist.,59,83
UBER_0610,393644,393643,Mon Oct 09 04:12:28 +0000 2017,Fuck for cancelling our order after we waited for 2 hours! A bitch hungry out here 🙄 #rude,"Hi Karen, have you connected with our in app/live EATS team just yet? If not, please DM us your email address and details.",90,122
UBER_0611,441712,441710,Wed Oct 11 10:27:50 +0000 2017,Then I go to use it to get somewhere for an emergency... low and behold there’s no credit,Find out more info about credits here:,89,38
UBER_0612,154494,154493,Fri Nov 24 16:54:09 +0000 2017,"I got SMS from Uber Eats offering me promotional codes offering discounts, but when I try to apply them, I get an error that promotional codes are not applicable for this account. Why?",We'll be happy to take a closer look. Send us a note via so our team can connect.,184,81
