original_id,customer_message,support_reply,intent,escalation,reply_keywords,ground_truth_notes
UBER_0540,Sure but your team says the issue is too old older than 48 hrs hence they can’t do much. This is appalling if you don’t respond yes it will become an old issue in matter of time.,"We definitely understand the sense of urgency here, however we will continue communications via in-app support. Keep an eye out for a member of our team to follow up with an update. Have an awesome rest of your day!",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0541,why is this even an option? He is miles away,We apologize for the trouble! Please contact us via so our team can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0542,"just recieved our order, the drink was completely split over all our food and we were missing a whole meal, want a complete refund","We'd be happy to further assist, Abby. Please share details here; so we can take a look.",Refund Request,ESCALATE,"refund, review, trip details, fare adjustment, DM",Explicit demand for monetary refund or fee reversal requiring billing team action.
UBER_0543,I can’t buy a ride pass.,"Here to help, Brian! We see your DM and will be in touch shortly.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0544,"I deleted my account months ago, but I still receive some #spam from you, unsubscribe is not working. #wtf?",Here to help. Send us a note at so our team can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0545,just got charged for a trip that my driver cancelled what the hell,"Here to help! Send us a note here, and our team will follow up.",Pickup Problem,AUTO_HANDLE,"apologize, contact us, DM, trip details, team connect","Driver dispatch, no-show, or delayed arrival inquiry handled via standard assistance."
UBER_0546,", Please respond to the complaint I have made ages ago. Why is the resolution of my complaint taking so long ? Why is there NO support number?",We're sorry to hear about the trouble. We've escalated your concern and a member of our team will be in touch as soon as possible.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0547,Silently they will get into our phone and turn on microphone whenever they want to listen.,So sorry about the trouble! Please send us a DM with your email address and more details so we can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0548,I am in Sydney and someone else use my Uber in Perth to book a trip! And attempt several times! And my account get charged! I can't find a number to call on Uber Australia's website. Not an email either. Please help.,Here to help. Send us a note at so our team can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0549,And now your turn . I am charged when I make the driver wait but no reduced fare for me when the driver's ETA jumps from 3m to 6m ?,We're sorry to hear this was your experience. Contact us via and we'll be in touch.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0550,1. Phone number is in use. Please log in or contact support,Please connect with us at and we'll be happy to look into this.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0551,"Absolutely fuming. Last week my order takes 90 minutes to arrive, this week it gets cancelled out of the blue after waiting for over 70 minutes. Service has been absolutely terrible lately.",So sorry about the trouble! Please send us a DM with your email address and more details so we can connect.,Pickup Problem,AUTO_HANDLE,"apologize, contact us, DM, trip details, team connect","Driver dispatch, no-show, or delayed arrival inquiry handled via standard assistance."
UBER_0552,How come my area doesn't get surges anymore..,"Thanks for reaching out. Dynamic pricing is based on the supply and demand in your area. If there are more drivers to accept request in your area and demand is low, you will not see surge as frequently.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0553,Can you please explain why the Uber mobile app on iPhone would use 93% battery in a 24 hour period?,"Hey, Drenon. Any feedback you'd like to share, we want to hear. Get in touch with so we can connect.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0554,DM with email address & DM with situation explained sent,We've been in touch via DM!,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0555,How does Uber not know how to cancel trip when the driver drives away from me for more than 5 minutes but can build route-based pricing?,"Hello Eric, we're here to help! Send us a DM with your email address and more details so we can follow up.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0556,"And the cab, which apparently has already arrived, is 8 mins away. #uberwoos","Hi, Koyel. We're here to further assist you. Send us a DM with your email address so we can follow up.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0557,yet another night of complaints. This time my driver drove the wrong way!!! I called customer service. Unacceptable!,Here to help! Please send us a note via so our team can connect.,Drop-off / Route Issue,AUTO_HANDLE,"route review, trip history, fare review, DM",Inefficient route or incorrect drop-off location report.
UBER_0558,"Or I have a better idea, if a driver cancels a ride, the driver needs to pay the rider the same minimum rider pays if we cancel","We're sorry to hear this was your experience. Send us a note here, and our team will be in touch.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0559,No follow up via the in-app support yet? Should i wait longer or did something go wrong?,"Hey Max, please DM us the email associated with your account so we can look to see what's going on with your inquiry.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0560,I did send a similar message through your regular support page. This is more specific. Hope it reaches you soon,We're here to help! Send us a DM with your email address so we can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0561,This is not helpful at all! Is there a number?,"These issues are better handled through our support portal; Reach us through that form, and we'll follow-up!",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0562,So upset with ubereats! No one will get back to ME!!,Here to help. Send us a note at so our team can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0563,...location. 5 mins later uber cancels and charges the passenger £20 cash for a trip that was estimated £6-£7. Disgraceful #sortitout,Here to help. Send us a note at so our team can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0564,And the driver doesn't allow us to take even two bags..,"Happy to help! Send us a note here, and our team will follow up.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0565,driver cancelled on me after waiting half an hour and prices surged. Give me a refund,Here to help! Please send us a note via so our team can connect.,Refund Request,ESCALATE,"refund, review, trip details, fare adjustment, DM",Explicit demand for monetary refund or fee reversal requiring billing team action.
UBER_0566,I have already sent message to there twice but nobody nor replied me neither called me back.,Here to help! Can you please send us a DM with your email address so we can follow up.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0567,I've emailed already and nothing that's 100 out if my account for a ride I didn't take,"We've followed up with your DM, Nikki! Please check back there for more details.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0568,"is thier uber service in muncie,in ?",Happy to help - please check out for our current locations.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0569,doesn't care about their customers. CLEARLY! They won't refund a mistake their app made and is charging me WAY more for my ride.,We apologize for the trouble! Send us a DM with your email address and we'll follow up.,Refund Request,ESCALATE,"refund, review, trip details, fare adjustment, DM",Explicit demand for monetary refund or fee reversal requiring billing team action.
UBER_0570,hey guys I’m having an issue with my account. Can someone reach out please? Thank you!,Hi there! Please reach out to and fill out the 4 boxes at the bottom so we can get in touch.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0571,ffs why does my bag have a huge hole in it and half my chips are gone??,"Here to help! Send us a note here, and our team will follow up.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0572,"Oh, and I had to walk over to him. FFS driver, get your shit together. I was stuck with him because I had to get to work. Ugh.",We're here to help! Please send us a note via so we can assist.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0573,are the Boston ride passes already sold out?,"Here to help, Cameron. Ride passes are available to a select number of riders per month. Simply follow the link for more info:",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0574,"Ok opened two cases, however I'm now late for my appointment, my time is something that will never be refunded",Can you please DM us the email on your account so we can check on the status of your message? Thanks!,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0575,. Bad robotic support. Charged twice for same ride and is denying to refund. sending on template responses. #Badexp,Here to help! Please send us a DM with your email address so we can follow up.,Refund Request,ESCALATE,"refund, review, trip details, fare adjustment, DM",Explicit demand for monetary refund or fee reversal requiring billing team action.
UBER_0576,can some9ne look at my support page on the driver app please,Happy to help - our team has received your support message and followed up. Please connect there so we can assist you further.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0577,"hello, I've been trying to place my order but the app says that I can't do it because of high traffic.",Sorry to hear about this - please DM us a screenshot of what you're seeing so our team can follow up.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0578,"would love to, but it is greyed out",Hi there! Please DM us your email address so we can further assist.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0579,I’ve sent a DM - please reply ASAP.,"Hi, we have followed up with your DM.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0580,If this doesn’t show that he’s drunk maybe the dui will #missedourflight #worstdayever,Thanks for reaching out. We definitely take this very seriously and want to make sure that your concerns are addressed. Can you DM us to confirm for us the time of the trip and the name of this driver so that we can look into this?,Safety Concern,ESCALATE,"safety, investigate, direct message, contact details, support team","Critical safety alert involving passenger safety, harassment, or physical accident requiring immediate human investigation."
UBER_0581,It would be nice if had a promo code for existing customers every once in a while.,"Here to help. For more info regarding your concern, please visit:",App Technical Issue,AUTO_HANDLE,"update app, restart, clear cache, promo details, support note","Technical app bug, UI crash, or promo code application error."
UBER_0582,Used you guys to travel and whoever it charged to tried to spend 500+ dollars on it. Ridiculous if you ask me uber.,Happy to take a look! Send us a note via so our team can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0583,Jacksonville can claim some free rides! Claim ur free ride on Lyft with credit code FASTEST. U save over uber. U got that. #ad,Resolved due to: Promotion,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0584,hey i signed up for uber a long time ago but never got my first free ride. could you guys help me get the free ride?,We're here to help! Please send us a note here; so our team can assist.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0585,do you think your customer is beggar? What a shameful reply you guys giving instead of resolving,"Thank you for reaching back out. We just followed up via your in-app support inquiry. Please check your messages in the ""Help"" section of your app for further assistance.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0586,I am bored. Educated your london drivers where to pick up if you have stopped london street pick up. It’s ridiculous. Everyone stands here at pre-booked pick up getting frustrated. Not the first time!!!!!,We're sorry to hear this was your experience. Contact us via and we'll be in touch.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0587,tn was very eventful... got stuck in elevator and had to call police to get us out and then our uber got in a car accident... all in 3 hours,We hope everyone is ok. Please DM us your email address so we can follow up immediately.,Safety Concern,ESCALATE,"safety, investigate, direct message, contact details, support team","Critical safety alert involving passenger safety, harassment, or physical accident requiring immediate human investigation."
UBER_0588,"Hey , Where's the member of your team who was supposed to reach out shortly?","Sorry to hear about the trouble. A member of our team has responded to your original support request. Please reply to them in-app or by e-mail to continue communication on this, if necessary.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0589,do I get charged for the fact that your awful drivers cancel on us? It says £5.00 is this a charge?,Here to help. Send us a note at so our team can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0590,please help im stranded,We've been in touch via DM!,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0591,Today my UberEATS order took 1hr longer than estimated. The food was ready and waiting. No response on online chat.,We're sorry to hear this. Can you send us a DM with your email address so we can connect?,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0592,Your team is full of fools. They closed the concern as resolved. My account is still blocked & i can't book a ride. Pack up!!! #UberGoback,"Hey, Rishab. A member of our team has been in touch through in-app support. Please follow up there to view our response.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0593,never use ever again. This is 2nd time a driver has seen me coming & drove off. And Uber refuses 2 think their drivers are the best.,We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0594,They haven't acknowledged the fact that their driver asked for the cash for prepaid ride.,We're sorry to hear this was your experience. Please send us your email address associated with your account.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0595,I added multiple debit cards to my account but none of them are being accepted.,We're here to help. Contact us through so we can assist.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0596,"Hey Uber, I need a hand to change my account email, could you help me?",Happy to help! Please send us a note here: and a member of our team will be in touch asap.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0597,First time that an driver cancelled my trip. So disappointed!!!,Sorry to hear the trouble! Let's connect further to get this sorted out at Thanks.,Pickup Problem,AUTO_HANDLE,"apologize, contact us, DM, trip details, team connect","Driver dispatch, no-show, or delayed arrival inquiry handled via standard assistance."
UBER_0598,Unable to navigate the link in help section. There must be a way of reaching u by e.mail or telephone. I spoke to driver . Cancel confrmd,Please DM us trip details so we can fix this for you.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0599,are you offering ride passes for NYC in Dec? My pass just ended for Nov with no option to get one for Dec.,"Happy to explain, Shana! Ride passes are still in testing and are only available to a select number of riders each month. At this time, if you were not sent an offer to purchase, you'll be unable to purchase a ride pass for the month. Please let us know if you have any questions.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0600,"hi, what are the qualifications for uber ride pass? I use uber almost daily and I still don’t see it coming up.","Riders are selected at random for ride pass eligibility, please visit to learn more.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0601,So no response on why price has doubled in brooklyn ?,We're here to help! Send us a DM with your email address so we can assist.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0602,Round trip to manhattan I charged for three trips and they are giving me the run around to get my money back,Thank you for providing that information. Someone from our team will be reaching out shortly.,Refund Request,ESCALATE,"refund, review, trip details, fare adjustment, DM",Explicit demand for monetary refund or fee reversal requiring billing team action.
UBER_0603,Would also like to give a formal complaint about him,"Hey, please send us a note with the details at to get in touch. We'll be happy to help.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0604,She already tried it please check with her phone number.,Please have the account holder reach out to us again via in-app support or at and we'll be happy to follow up.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0605,it's high time you relook at your support system. I have a problem for more than a month where uber is allowing me to book cab only by cash..and your support team keep writing the same message again and again.keeping the count..it's 6 now,We see your outreach and a member of our team will be following up via email as soon as possible. We appreciate your patience.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0606,just give me my fucking driver's info and phone number like you used to and stop making shit so difficult. i can text him off my computer. i understand why you guys lost 1 billion USD this year.,Happy to connect! Please send us a DM with your email address so we can follow up.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0607,I emailed via the app - do you pick up those as well?,Happy to help! Please confirm your email address or phone number through direct message so we can further assist.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0608,They have followed up and sent me another form letter. You did not resolve my 2 issues.,"We see your response within our support system and a member of our team will be in touch, Michael.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0609,complete sh** show ATL airport. Worst Uber experience ever.,Here to help! Send us a DM with your email address with more info so we can assist.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0610,Fuck for cancelling our order after we waited for 2 hours! A bitch hungry out here 🙄 #rude,"Hi Karen, have you connected with our in app/live EATS team just yet? If not, please DM us your email address and details.",Pickup Problem,AUTO_HANDLE,"apologize, contact us, DM, trip details, team connect","Driver dispatch, no-show, or delayed arrival inquiry handled via standard assistance."
UBER_0611,Then I go to use it to get somewhere for an emergency... low and behold there’s no credit,Find out more info about credits here:,Safety Concern,ESCALATE,"safety, investigate, direct message, contact details, support team","Critical safety alert involving passenger safety, harassment, or physical accident requiring immediate human investigation."
UBER_0612,"I got SMS from Uber Eats offering me promotional codes offering discounts, but when I try to apply them, I get an error that promotional codes are not applicable for this account. Why?",We'll be happy to take a closer look. Send us a note via so our team can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0613,Will this be resolved tonight?,"We hope to get this resolved as soon as we can. Once we have an update, we'll follow up right away.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0614,"Confirmed, same issue. I drove the last 3 hours picking and dropping off people and it’s showing only 1 ride for $0 and the the rest are missing completely.","So sorry for the trouble! Our team is aware of the issue, and we're working to get back up and running as quickly as possible.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0615,got me twisted. They want pple to drink and drive. This is outrageous and piss poor. Price gouging.,So sorry about that! Check out to learn more about dynamic pricing.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0616,What happened to pool making sense?? Since when does pool mean ANYWHERE in the city. Legit the bus is quicker now.,"Happy to look into this with you, Natalie. Can you please send a note our way via",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0617,have not seen fare payment since 4:50pm EST. What the hell? And I don’t know if I met my goal or not.,We're aware of the issue and are working to resolve ASAP. We appreciate your patience.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0618,where is my refuind?? ......i dont want any excuse i want my refund,We've followed up via DM!,Refund Request,ESCALATE,"refund, review, trip details, fare adjustment, DM",Explicit demand for monetary refund or fee reversal requiring billing team action.
UBER_0619,Ubereats has the wrong address. My retail store is not a thai food place. How do we correct this?,Here to help! Kindly visit this link for more info;,Drop-off / Route Issue,AUTO_HANDLE,"route review, trip history, fare review, DM",Inefficient route or incorrect drop-off location report.
UBER_0620,Now this is disappointi👏¿ng. I lost an item in the uber cab. No actions are taken for the same . The minimum i expect is call,Sorry to hear you left something behind. You can get in contact with your driver here;,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0621,Is the service conditioned according to place where I go? #AngryTime,Here to help! Please send us a DM with your email address with additional info so we can follow up.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0622,received a credit for an invalid cancelled trip and then was just charged again for it. Please advise.,We're so sorry for the trouble. Send us a note via so we can assist.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0623,Aaaand our driver is lost. Can't wait for my cold soggy fries 👍🏼,"Hi, Kimberly. Please DM us your email and phone number associated with your account so we can take a look.",Drop-off / Route Issue,AUTO_HANDLE,"route review, trip history, fare review, DM",Inefficient route or incorrect drop-off location report.
UBER_0624,"choosing uberEnglish drivers in Panama City (Panama), paying extra for it but ending up with non-English speaking drivers? Why??","Happy to help! Send us a note here, and our team will follow up.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0625,why are my last trips not processing. I’d like to get paid.,"Thank you for bringing this to our attention. Our team is currently reviewing, and we hope to get this resolved shortly.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0626,DM me I need to ask a question please,We've been in touch via DM - Please see our most-recent message for more information and next steps.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0627,our driver was just straight videoing taping us,Please contact us via so we can follow up.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0628,! Fix yo damn algorithms! This can’t be right...,Here to help. Send us a note at so our team can connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0629,"My plane takes off in 90 mins, and I would love the driver to be able to return my phone to me.",We're here to help! Send us a DM with your email address and more details so we can follow up.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0630,is a joke. Made us wait 50 minutes just to tell us they can't fulfill the order and cancelled it😡,Here to help! Please send us a note at and we'll be happy to look into this for you.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0631,Would love to know why my driver is driving away from me and not too me.... I wanna go hommmmme,Here to help! Send us a note at so our team can connect right away.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0632,So I book Uberpool but get UberX my free ride on the promo is wasted and I’m charged money. Great work,"Here to help! Send us a note here, and our team will follow up.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0633,There isn’t a number I can call?,"Bea, the best way to reach us is through our support portal. Visit so we can connect.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0634,"I've seen that before, I've signed up months and months ago but still haven't gotten anything.",We've very sorry to hear this. Please be sure to keep an eye out for future promotions from Uber.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0635,I can't believe I gave that guy 5 stars and now I'm hit w/ this lie. I'd take it back and give only 1.,"For full details see our response in the ""Help"" section of the app. Thank you, we appreciate your patience.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0636,Having your driver take you in the complete opposite direction and then say no and lock the doors when you ask him to turn around is not a Friday morning vibe.,Hi Jess! We take this very seriously. Please send us a DM with your email address so we can connect ASAP.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0637,we have been given the runaround with archies redirecting us to yourselves for a incorrect order and a full refund plz respond!,"Happy to help, Priya! We followed up with you via DM.",Refund Request,ESCALATE,"refund, review, trip details, fare adjustment, DM",Explicit demand for monetary refund or fee reversal requiring billing team action.
UBER_0638,"so i had a credit that wasn't set to expire until december 31st, so would you care to explain why it's not on my account anymore",We apologize for the trouble! Send us a DM with your email address and we'll connect.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0639,Please speak to that lady patient as soon as possible .Her name is loise njoki wahome from Kenya. __email__,"Thank you for reaching back out to us about this, Jay. We take these claims very seriously. However, due to our privacy policy, we will need the account holder who requested the ride to reach out to us about this. Please have her contact us directly. We look forward to her reply.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0640,But that link is for the next driver. The one before was cancelled. i don't want to complain about the good driver.,So sorry about that! Send us a DM with your email address so we can connect right away.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0641,Currently sitting in an Uber and the driver is deviating from the route since the last 30 minutes in search of CNG Gas. He has been driving at a speed of 100 kmph. Absolutely unprofessional behaviour. Never travelling Uber again,We're sorry to hear this was your experience. Contact us via and we'll be in touch.,Driver Complaint,ESCALATE,"driver feedback, safety team, apologize, report, DM",Interpersonal conduct or quality complaint against driver partner requiring review.
UBER_0642,"you’re apparently at a point where you’ll let anyone drive for you. In an old, dirty car with the driver talking / yelling at herself.",We're sorry to hear this was your experience. Contact us via and we'll be in touch.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0643,"hey , we can't put our phone number when we sign up on safari",Sorry to hear about the trouble. Please try using Google Chrome or Firefox as an alternative option to create an account.,General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0644,"wow -eats. Not only is the order completely wrong, it came a sloppy mess.","Sorry for the trouble! Send us a note here, and our team will be in touch.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
UBER_0645,"I keep receiving for Banglore that was my last location may that's why,","Hey, Anurag, promos will become more available with the more trips you take in that area. Reach out if you have any other questions.",General Inquiry,AUTO_HANDLE,"happy to help, contact us, DM, information, assistance","General inquiry regarding service policies, receipt requests, or product availability."
